name,mw,logp,tpsa,rings,heteroatoms,rotbonds,persistence,biodeg,toxicity,category,pmi1,pmi2,pmi3,radius_of_gyration,spherocity
Industrial Solvent #15,109.31514019893716,0.8792375664210441,7.116309257857949,1,4,3,0.35882474022663535,0.6411752597733646,0.2883800304264117,Industrial Solvent,40.148078113926594,36.142574753562435,30.78035981228576,2.8675975222578725,0.7474429890247137
Industrial Solvent #16,183.26055084630218,2.6176572588767693,38.92013764068274,0,3,1,0.630682943896595,0.36931705610340504,0.6824452922063489,Industrial Solvent,76.48372195188803,42.094332151052576,33.686505602766346,4.664776348498618,0.42316300473039514
Industrial Solvent #17,166.03083373018458,4.880653954482602,1.958933514965409,4,6,3,0.49115137920889695,0.508848620791103,0.28139994961089626,Industrial Solvent,53.226333641555506,51.612368411869994,42.61403464462967,3.020872198733801,0.47574344802103746
Industrial Solvent #18,88.90023459756418,0.1677430202292316,43.6998722317162,3,4,2,0.32305903287960996,0.6769409671203901,0.4346252957500264,Industrial Solvent,39.651819375286806,27.152769878355304,13.661117538992109,3.2646685321954263,0.5076665922564692
Industrial Solvent #19,102.09155585457614,2.482805605962176,102.22248009249921,2,3,1,0.35567868053827817,0.6443213194617219,0.6963090333398189,Industrial Solvent,38.53437706829863,35.41000288586956,24.460560801056943,3.0610224092021956,0.748035862320619
Industrial Solvent #20,182.04721432233904,2.7404357489566404,12.418462252407299,1,2,2,0.527750944472913,0.47224905552708696,0.33708264595859116,Industrial Solvent,83.17393756123559,38.41595415116891,18.262227273729074,3.9864098157241363,0.8081535597305443
Industrial Solvent #21,55.9189299336349,1.8532762249209602,47.612189844837204,4,5,0,0.5172098335830653,0.48279016641693473,0.5743058765649309,Industrial Solvent,22.28812555172133,21.11356683996009,15.33864315493153,1.7783335193592924,0.5258330978649666
Industrial Solvent #22,68.72312209502724,3.765263975296433,54.030795152962995,1,5,0,0.41030702730054275,0.5896929726994573,0.3776053630392361,Industrial Solvent,23.102989033700645,23.406981664561815,7.289868125983957,2.176121187845044,0.47797251710035094
Industrial Solvent #23,197.14810672440277,1.9004446158388797,13.190974046206442,2,0,4,0.6454190090058181,0.35458099099418194,0.3647342281931959,Industrial Solvent,88.11581201774061,47.95138762255653,47.81842133487082,4.741780630230091,0.8336680550110065
Industrial Solvent #24,140.8632954708585,4.512408263638264,77.85764502141976,0,2,3,0.44490723483943645,0.5550927651605635,0.37358756545596217,Industrial Solvent,49.36255435176399,33.33967545660161,15.389545743457676,3.2264142883524136,0.8996189593156074
Industrial Solvent #25,116.51837545728561,2.612701912128677,36.80046125690813,0,7,3,0.5365627037689952,0.4634372962310048,0.363489889980249,Industrial Solvent,46.39319642947634,33.36294447177266,17.85634081890418,3.317554356323105,0.7022121837970795
Industrial Solvent #26,177.04532813105908,4.35854123117249,81.71282423219145,2,4,3,0.3249830374476286,0.6750169625523714,0.4759555066559261,Industrial Solvent,55.788160923856985,64.35829003377194,35.31000535015014,4.6085037127135315,0.8939883689935086
Industrial Solvent #27,188.957391009513,-0.8853034334214158,73.7233815995804,1,9,4,0.4907373873271268,0.5092626126728732,0.4866821662726202,Industrial Solvent,80.03731150474887,69.64780449291311,34.765842774424875,3.5921068187943117,0.695979766681146
Industrial Solvent #28,172.96967074770913,1.000443932954663,68.42579386368574,0,2,5,0.5932204759439974,0.4067795240560026,0.5060927793144374,Industrial Solvent,74.92554094175964,52.59855792873952,23.933332990782233,3.9121350786346203,0.740076163204695
Industrial Solvent #29,174.27039491736755,0.767716378077159,61.752873605439916,0,4,1,0.30572611106682396,0.6942738889331761,0.6622546170752768,Industrial Solvent,65.4794592986061,64.85684878138903,29.061850790311752,4.110281643308194,0.5331936009261082
Industrial Solvent #30,173.28899539098944,3.8550990268341865,55.48534861344875,2,1,2,0.6537697102007908,0.3462302897992092,0.33946011284423383,Industrial Solvent,85.06489157331961,34.84646605760364,42.54960070059666,3.290318815725617,0.5597805281994321
Industrial Solvent #31,158.47242296969443,0.6820067647491255,103.28333783927377,4,1,1,0.574962545654495,0.425037454345505,0.1605647199865129,Industrial Solvent,75.24806030532191,32.809326411114554,37.05900090711943,3.1233198098941544,0.3864813983936371
Industrial Solvent #32,180.34163784187177,3.090491864540967,63.53800955310125,1,9,2,0.3451726570744045,0.6548273429255955,0.38695593051713406,Industrial Solvent,79.63673620052657,68.95620749158152,20.62439571557055,3.8089053450765116,0.793650008859074
Industrial Solvent #33,71.77947693269904,3.26066033853024,52.79487456759066,2,7,1,0.5667417684057071,0.4332582315942929,0.19139775367872128,Industrial Solvent,31.778957603628996,25.486479461826036,17.90633550589989,2.334026736062577,0.8586354185323202
Industrial Solvent #34,89.92520187733062,-0.867838472657098,29.828640903707825,0,0,2,0.5333029969824462,0.4666970030175538,0.6873886691048853,Industrial Solvent,31.517015597270667,26.0910070305665,9.946552502813796,2.972038255039124,0.6740628802164672
Industrial Solvent #35,140.5239644065068,1.1468845046812932,50.585364674624756,1,3,3,0.5591269783962114,0.4408730216037886,0.14306548373590783,Industrial Solvent,60.61684535297698,49.28484953974048,29.311230156092954,2.8327734050974644,0.5061883850672391
Industrial Solvent #36,152.39258318351034,0.4515900818931775,45.51548634261084,3,4,3,0.585581053002636,0.41441894699736403,0.4315005804447335,Industrial Solvent,51.758807907532464,59.60498986952839,23.1655851111414,4.236668039961058,0.3924097952246198
Industrial Solvent #37,128.02548384661267,-0.1427442319635297,39.23277063424017,1,1,3,0.6101384601612543,0.3898615398387457,0.5330329316303076,Industrial Solvent,42.09486163754527,45.374523742883,27.850410971205932,2.631702366798714,0.45909373782318896
Industrial Solvent #38,90.73205711168634,1.4146798246020138,13.07227714667355,0,9,2,0.3410993009809693,0.6589006990190307,0.5290232313104103,Industrial Solvent,45.35637274512298,33.432428216187546,13.815378300251693,2.86116561316612,0.45324625251110595
Industrial Solvent #39,139.0228644463902,4.374360355557037,22.202626668091483,3,8,1,0.5333066071252182,0.46669339287478184,0.658532423236485,Industrial Solvent,59.011756285095245,48.9529140216026,41.28862210397574,3.488982816345542,0.6681167304981439
Industrial Solvent #40,174.00719898965275,-0.22042045278579225,27.128442194564478,1,3,4,0.5259937430701014,0.4740062569298986,0.6351232868864408,Industrial Solvent,67.2011582008132,40.65542800460058,28.17970663868135,3.251569392686537,0.8670224792181627
Industrial Solvent #41,115.07261293647943,4.459658863126352,38.03357179656985,0,8,2,0.4509272215852771,0.5490727784147229,0.10261796179018545,Industrial Solvent,41.15375280171387,42.19883276192276,17.0758698086151,2.664273482713754,0.3289631321747889
Industrial Solvent #42,75.0429633120798,3.278276303805912,99.45075419200087,0,7,1,0.5665541654312826,0.43344583456871744,0.6704636246388028,Industrial Solvent,31.57688493305584,17.936901467003956,11.683668453177567,2.793477257771444,0.3006133797566688
Industrial Solvent #43,155.38107523022103,0.7883132518366589,58.473134493134246,1,0,2,0.34214596890034255,0.6578540310996575,0.6740798892905716,Industrial Solvent,48.15550109540146,58.81519662887923,43.397090818153664,4.1562323309628955,0.6601091665885954
Industrial Solvent #44,125.06017185653019,1.596374816118228,76.11653311506448,1,2,2,0.48307984206371757,0.5169201579362824,0.13141301211248343,Industrial Solvent,39.886215745774294,36.483801386505924,28.419144396002736,2.948071537003981,0.47043627724782916
Industrial Solvent #45,165.13514427768774,1.4990265914232737,28.10013520534247,0,5,3,0.6288719547265693,0.3711280452734307,0.628094042752891,Industrial Solvent,50.625702387676064,55.38555958864198,40.64583919756716,3.617565517561083,0.8283290054033743
Industrial Solvent #46,82.36110187646813,3.0668792018602655,54.47572146485774,1,8,1,0.543100848901089,0.456899151098911,0.490983856286366,Industrial Solvent,32.930766061141576,24.662881201181442,23.35778161675666,2.4678595485484873,0.49635018474349024
Industrial Solvent #47,160.7896187198496,0.8937640625801,86.43999261772056,0,3,1,0.5579330416089254,0.44206695839107457,0.1258041711201637,Industrial Solvent,67.55114779747912,35.180476884773874,45.402887703855086,3.0346091411838745,0.4738425603173336
Industrial Solvent #48,150.02999908263826,3.9398565789243074,17.157773701455852,4,4,3,0.612806133973187,0.38719386602681305,0.24513333013248756,Industrial Solvent,46.88376743263094,38.72941332565383,37.17580884512899,3.780859717419279,0.46170637273097836
Industrial Solvent #49,186.66030541510753,4.029592157274229,14.227361729077916,3,5,2,0.5837531868349564,0.41624681316504364,0.5349138995890103,Industrial Solvent,82.92288749977146,74.05679874575173,26.051224202728864,4.457008536115936,0.38691169636094647
Industrial Solvent #50,181.6470529476172,-0.7500590897039054,75.86008354008447,0,3,3,0.4590590318368144,0.5409409681631856,0.2603515778761572,Industrial Solvent,62.86423303514039,71.2316112623483,48.803960941813806,3.587003040357564,0.6489182845662664
Industrial Solvent #51,82.9708023234785,-0.21089039850173252,17.105535305688573,0,1,1,0.6428518239425128,0.35714817605748717,0.3613045752833144,Industrial Solvent,36.261583571543476,21.912371471224358,11.678572442573678,3.145058547696566,0.400928161400526
Industrial Solvent #52,99.81490480897047,1.0508222329530952,44.072616397529956,3,8,1,0.5956106231151834,0.4043893768848166,0.10081217542928089,Industrial Solvent,49.54606535565482,39.85203509723784,24.811965363283452,2.3947675295709585,0.5547786958741745
Industrial Solvent #53,94.97007913478538,2.8787524498275827,45.200249931112246,0,7,1,0.6896777775265428,0.3103222224734572,0.3388031757727017,Industrial Solvent,41.6178995743414,35.05442861672767,22.519363410442185,2.9952748080496776,0.5765832313533894
Industrial Solvent #54,95.4373593249789,-0.6058308462738053,47.31859593725501,1,1,1,0.39129414539747964,0.6087058546025204,0.5484666439580164,Industrial Solvent,45.489130346532775,30.74914412106085,24.029005508212663,2.7617250461852803,0.3122952281267847
Industrial Solvent #55,121.071474259692,-0.6529333033170364,40.62659464887885,3,5,2,0.6831159203952815,0.31688407960471854,0.2352287608040595,Industrial Solvent,59.28140049835193,25.185884237760547,25.00575556217905,3.108519474682676,0.3100843678926855
Industrial Solvent #56,79.37496262014051,-0.1551823066439435,46.9210271715605,1,2,1,0.5489654566263986,0.4510345433736014,0.5866742619600825,Industrial Solvent,31.539658039698,30.185454203758713,18.077269630121425,2.5283104197910036,0.6121276132540976
Industrial Solvent #57,145.39320607455926,1.3289942367619734,15.674274663689854,3,5,2,0.5696521182144252,0.4303478817855748,0.381992960894762,Industrial Solvent,64.04061791518379,45.287927229325916,42.26057318937454,3.144824920778985,0.7176208393374794
Industrial Solvent #58,183.5211706094022,3.2463281016051653,2.2726642325615103,0,1,1,0.3248812904658811,0.6751187095341189,0.47855307413749804,Industrial Solvent,86.32723012997799,68.58098610489654,22.062496488562363,4.247880675707545,0.8652854893682429
Industrial Solvent #59,117.15101381156275,-0.1943508945863468,8.22983081354176,4,9,2,0.6831736484227081,0.3168263515772919,0.14574353078413868,Industrial Solvent,43.50072327896354,42.98104623248211,18.95145565187729,3.4014410166227567,0.40747157049417304
Industrial Solvent #60,91.2055722571838,3.841792945303961,45.54221736687173,1,2,1,0.48386594816106443,0.5161340518389356,0.3673249832451345,Industrial Solvent,32.12985004583175,33.43607616167793,20.272390472334497,2.5169307308299853,0.36195528566164953
Industrial Solvent #61,81.37781981118917,-0.7001258280419276,27.122667391040146,0,3,2,0.6374598656207294,0.3625401343792706,0.6968915763795706,Industrial Solvent,39.819771561173646,27.638737289065798,23.828306639133523,2.953400887712346,0.3312527441562906
Industrial Solvent #62,156.75842086190733,4.886862390750931,57.65659809312159,2,4,2,0.5278159118268414,0.4721840881731586,0.45613656122727153,Industrial Solvent,69.79836421543052,40.488039563203685,18.672261984258405,3.349513847349559,0.5616249497477701
Industrial Solvent #63,60.962234304052245,2.7340595877034763,56.46124803955095,2,1,1,0.6924711347049177,0.3075288652950823,0.3371235557859821,Industrial Solvent,20.96713302866991,16.291062940076852,6.371153615663446,2.4568642115101675,0.6738884204015742
Industrial Solvent #64,192.93451939967412,4.802316088556209,22.565618636499504,1,7,4,0.4571175103237373,0.5428824896762627,0.28599996230307356,Industrial Solvent,75.20909352717045,50.489775735782125,21.444656337486922,3.4018484171834027,0.8043320140507586
Industrial Solvent #65,84.8059743351659,1.749407902357003,49.18043194053689,4,9,2,0.6125395362457624,0.3874604637542376,0.32619132515576804,Industrial Solvent,38.950565965873956,17.301198971409466,9.369460493725626,2.3061226473504606,0.7095869293758789
Industrial Solvent #66,132.79854531810815,3.8285187319381695,71.63998936129558,1,7,3,0.3184226936759825,0.6815773063240175,0.5373168653619681,Industrial Solvent,54.36939747370095,42.03256980187842,37.39117959772078,3.0815290055570275,0.42501647344491444
Industrial Solvent #67,64.3098915969816,1.5722121259186017,102.99165367499546,1,3,1,0.3116679054581058,0.6883320945418943,0.33870197530129414,Industrial Solvent,27.652637274350294,21.850361837537346,15.70779273423616,2.401912012373954,0.5770622198377675
Industrial Solvent #68,187.92965369840746,4.9595300925377845,32.5892289776201,4,6,3,0.31796451959824634,0.6820354804017537,0.335474911737688,Industrial Solvent,84.70997554536181,69.67927883328912,44.24263835309148,4.18771074594742,0.8462078077851933
Industrial Solvent #69,163.1397460020534,4.510558592872452,15.99619854081849,1,3,2,0.6803714378010193,0.3196285621989807,0.44430475246270806,Industrial Solvent,69.2368080152641,37.20125984047596,33.364454033223005,3.5342773477179583,0.49604463748642275
Industrial Solvent #70,112.34058438610032,4.083630006331156,70.22541069510766,1,3,1,0.6608945613848952,0.3391054386151048,0.403574744640959,Industrial Solvent,45.83674064374775,34.6948874710445,28.80306122918843,2.543019164949758,0.5992382190551588
Industrial Solvent #71,83.12791744445134,-0.7664202200459953,46.41711604604445,4,8,2,0.31440752731657057,0.6855924726834295,0.44897337579351615,Industrial Solvent,37.40115010288906,16.758723500253023,10.900530442981148,2.498944967492004,0.8751392007862182
Industrial Solvent #72,115.49212846531492,2.4805330080167276,34.317589870553505,1,2,1,0.506679354090507,0.493320645909493,0.3118302349601814,Industrial Solvent,51.453199250544515,25.29493924859158,20.60243729491041,3.336559036209827,0.7408248033442186
Industrial Solvent #73,184.1141453799876,4.678739078902433,82.33152703177672,1,3,3,0.6570232909945898,0.3429767090054102,0.22280806543437037,Industrial Solvent,78.42792734562978,38.81905886680651,36.45475731040641,4.184909748933531,0.7486442313850152
Industrial Solvent #74,138.6695454887775,0.1168153865200876,27.837699771586646,3,8,2,0.4326258796268775,0.5673741203731225,0.2771450814937853,Industrial Solvent,51.57923053170246,47.85425094555938,16.929041520972923,2.937332800555266,0.45140040264793657
Industrial Solvent #75,181.92448560921895,1.7600143734847933,66.98305122267166,1,3,2,0.33802121821307707,0.6619787817869229,0.6255298501102342,Industrial Solvent,69.34277690827275,39.33424101427191,33.456411716370525,3.1270291426534857,0.5488188709830769
Industrial Solvent #76,130.86418291040133,0.6948345582200222,62.33752081599037,4,4,3,0.47009127417507757,0.5299087258249224,0.10000698085321968,Industrial Solvent,64.65838442601499,44.92444338716264,21.370167637618334,3.6364957026595377,0.34940529785803304
Industrial Solvent #77,112.48487427234383,2.135061086513531,7.382621834115923,2,2,1,0.3218537680003889,0.6781462319996111,0.21467122569760158,Industrial Solvent,36.273805774461636,28.11277555264786,12.048978066417954,2.5795901774274927,0.6639155202303202
Industrial Solvent #78,96.51268075141326,3.390348419385277,7.425246133444439,0,4,2,0.5562542371210346,0.4437457628789654,0.4657786069941412,Industrial Solvent,34.136630097225485,36.24462230370694,12.290608129345845,2.3621915216760034,0.3622380987254965
Industrial Solvent #79,184.40611994858287,3.908160494832158,21.501848378635092,2,5,3,0.4011254424356802,0.5988745575643197,0.23229306081346385,Industrial Solvent,73.48221555872045,66.87119084779783,46.61922520648928,3.1403148652941275,0.8015457493235729
Industrial Solvent #80,164.37243267133294,2.2548260207759365,28.714701916549345,2,6,3,0.359840579810781,0.640159420189219,0.5255924970835657,Industrial Solvent,76.81878860135488,64.3626631207712,17.03023028025005,3.601262666106965,0.7887322722119982
Pharmaceutical #1,266.9285216004241,3.3418951522766713,59.513502776084174,3,8,3,0.6751318341542335,0.3248681658457665,0.43605501846603734,Pharmaceutical,88.81649706839612,100.56596196664955,76.56862254566451,4.722516624026952,0.6201630606733857
Pharmaceutical #2,512.2927412803604,3.125469092478392,5.092409052794537,0,8,9,0.5516267687885779,0.44837323121142214,0.19541500224415678,Pharmaceutical,182.06419048997046,198.08612558341608,60.084216502144606,6.89362966824548,0.38469961991821783
Pharmaceutical #3,272.07830165125915,1.2947049765672416,27.466606077046606,1,8,3,0.7410554325304803,0.25894456746951966,0.3072051713469327,Pharmaceutical,85.2039439652594,101.14469489010642,70.69889882229911,4.373209486381576,0.3153473899171009
Pharmaceutical #4,334.24418170793706,3.9355764051674216,68.26714454492085,0,6,7,0.7569611671243781,0.2430388328756219,0.28719041219585106,Pharmaceutical,147.46754802218433,113.2006095380087,93.49588825016717,5.7218786808197155,0.7780252005255435
Pharmaceutical #5,393.00016809414427,2.5200179469482373,28.02544621448915,1,0,11,0.6161711813534287,0.38382881864657126,0.3625967968889221,Pharmaceutical,136.62332006494896,91.98240869980143,113.27330541853571,4.96582865743137,0.6600842899280561
Pharmaceutical #6,293.9893619983811,3.114613030130145,48.9955285531224,0,0,8,0.7451384426046755,0.25486155739532446,0.13100123299477667,Pharmaceutical,111.05005699444087,74.77369642329181,80.40473953700526,5.606952795417165,0.7265577820487301
